"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","22.2","Stile libero","1","25","0:27.1","0:39.6","1:48","1:48","38","110","123","11","--","--"
"","","Riposo","0","0","0:30","38:13","0","0","0","127","139","0","0","5"
"","23","Stile libero","1","25","0:10.6","38:24","0:42","0:42","13","114","117","2","2","1"
"","23.1","Stile libero","1","25","0:10.6","0:10.6","0:42","0:42","13","120","123","2","--","--"
"","","Riposo","0","0","0:20","38:44","0","0","0","113","118","0","0","1"
"","24","Stile libero","1","25","0:32.8","39:17","2:11","2:11","46","132","146","13","13","5"
"","24.1","Stile libero","1","25","0:32.8","0:32.8","2:11","2:11","46","123","135","13","--","--"
"","","Riposo","0","0","0:46","40:03","0","0","0","134","148","0","0","7"
"","25","Misto","3","75","2:20.4","42:23","3:07","1:37","61","135","145","44","15","22"
"","25.1","Stile libero","1","25","0:24.3","0:24.3","1:37","1:37","34","127","134","10","--","--"
"","25.2","Rana","1","25","0:51.4","1:15.7","3:26","3:26","75","140","145","24","--","--"
"","25.3","Rana","1","25","1:04.8","2:20.4","4:19","4:19","75","132","139","10","--","--"
"","","Riposo","0","0","0:11.3","42:34","0","0","0","138","140","0","0","3"
"","26","Misto","4","100","1:27.8","44:02","1:28","0:56","29","144","155","29","7","16"
"","26.1","Stile libero","1","25","0:23.6","0:23.6","1:35","1:35","34","140","148","10","--","--"
"","26.2","Stile libero","1","25","0:15.6","0:39.2","1:02","1:02","20","149","155","4","--","--"
"","26.3","Rana","1","25","0:13.9","0:53.1","0:56","0:56","18","142","144","4","--","--"
"","26.4","Rana","1","25","0:34.7","1:27.8","2:19","2:19","46","143","145","11","--","--"
"","","Riposo","0","0","0:10.1","44:12","0","0","0","146","147","0","0","3"
"","27","Stile libero","1","25","0:35.3","44:48","2:21","2:21","47","145","148","12","12","6"
"","27.1","Stile libero","1","25","0:35.3","0:35.3","2:21","2:21","47","145","147","12","--","--"
"","","Riposo","0","0","0:35.7","45:23","0","0","0","134","148","0","0","4"
"","Riepilogo","--","47","1,175","45:23","45:23","2:22","0:42","46","119","155","520","11","345"
