"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","8.1","Stile libero","1","25","0:22.1","0:22.1","1:28","1:28","30","136","138","8","--","--"
"","8.2","Stile libero","1","25","0:13.4","0:35.5","0:54","0:54","19","135","136","6","--","--"
"","","Riposo","0","0","1:05","22:39","0","0","0","116","143","0","0","7"
"","9","Misto","5","125","3:33.8","26:12","2:51","1:05","58","133","148","75","15","34"
"","9.1","Rana","1","25","0:46.6","0:46.6","3:06","3:06","69","113","122","22","--","--"
"","9.2","Dorso","1","25","0:42.9","1:29.5","2:52","2:52","57","133","146","14","--","--"
"","9.3","Rana","1","25","1:06.3","2:35.8","4:25","4:25","93","137","148","27","--","--"
"","9.4","Rana","1","25","0:16.2","2:52.0","1:05","1:05","19","129","130","3","--","--"
"","9.5","Dorso","1","25","0:41.8","3:33.8","2:47","2:47","51","137","146","9","--","--"
"","","Riposo","0","0","2:18.6","28:31","0","0","0","105","144","0","0","10"
"","","Riposo","0","0","0:08.6","28:40","0","0","0","119","120","0","5","1"
"","","Riposo","0","0","3:38.5","32:18","0","0","0","119","126","0","0","24"
"","","Riposo","0","0","0:06.4","32:24","0","0","0","99","100","0","3","1"
"","","Riposo","0","0","2:12.3","34:37","0","0","0","116","133","0","0","12"
"","","Riposo","0","0","0:04.8","34:42","0","0","0","121","121","0","0","0"
"","","Riposo","0","0","1:29.6","36:11","0","0","0","119","131","0","0","11"
"","10","Misto","5","125","1:59.9","38:11","1:36","1:04","33","135","149","43","9","21"
"","10.1","Stile libero","1","25","0:27.9","0:27.9","1:52","1:52","39","102","108","11","--","--"
"","10.2","Dorso","1","25","0:16","0:43.9","1:04","1:04","22","127","140","6","--","--"
"","10.3","Dorso","1","25","0:18.7","1:02.6","1:15","1:15","26","142","143","7","--","--"
"","10.4","Stile libero","1","25","0:29.6","1:32.2","1:58","1:58","40","140","143","10","--","--"
"","10.5","Dorso","1","25","0:27.8","1:59.9","1:51","1:51","37","138","142","9","--","--"
"","","Riposo","0","0","1:55.9","40:07","0","0","0","99","143","0","0","6"
"","11","Stile libero","2","50","1:04.4","41:11","2:09","1:58","44","130","149","24","12","11"
"","11.1","Stile libero","1","25","0:35.1","0:35.1","2:20","2:20","49","99","118","14","--","--"
"","11.2","Stile libero","1","25","0:29.4","1:04.4","1:58","1:58","39","139","145","10","--","--"
"","","Riposo","0","0","0:35.9","41:47","0","0","0","135","145","0","0","5"
"","12","Stile libero","2","50","0:59.3","42:47","1:59","1:34","41","139","154","23","12","11"
"","12.1","Stile libero","1","25","0:35.9","0:35.9","2:23","2:23","51","130","134","15","--","--"
"","12.2","Stile libero","1","25","0:23.4","0:59.3","1:34","1:34","31","142","147","8","--","--"
"","","Riposo","0","0","0:26.5","43:13","0","0","0","150","152","0","0","2"
"","Riepilogo","--","29","725","43:13","43:13","2:22","0:54","48","120","154","371","13","330"
