"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","11.2","Rana","1","25","0:22.2","0:45.3","1:29","1:29","33","119","127","11","--","--"
"","","Riposo","0","0","0:31.7","29:51","0","0","0","112","114","0","0","2"
"","12","Dorso","1","25","0:30.1","30:21","2:00","2:00","39","119","136","9","9","3"
"","12.1","Dorso","1","25","0:30.1","0:30.1","2:00","2:00","39","110","113","9","--","--"
"","","Riposo","0","0","1:33.3","31:55","0","0","0","102","135","0","0","8"
"","13","Rana","1","25","0:38.7","32:33","2:35","2:35","59","107","119","20","20","3"
"","13.1","Rana","1","25","0:38.7","0:38.7","2:35","2:35","59","100","117","20","--","--"
"","","Riposo","0","0","0:22.1","32:55","0","0","0","108","112","0","0","2"
"","14","Dorso","1","25","0:45.1","33:40","3:01","3:01","57","126","138","12","12","6"
"","14.1","Dorso","1","25","0:45.1","0:45.1","3:01","3:01","57","118","135","12","--","--"
"","","Riposo","0","0","0:53.7","34:34","0","0","0","115","136","0","0","6"
"","15","Stile libero","1","25","0:33.9","35:08","2:16","2:16","43","125","131","9","9","6"
"","15.1","Stile libero","1","25","0:33.9","0:33.9","2:16","2:16","43","114","130","9","--","--"
"","","Riposo","0","0","0:34.1","35:42","0","0","0","115","127","0","0","3"
"","16","Rana","2","50","1:54.2","37:36","3:48","3:28","77","115","129","40","20","11"
"","16.1","Rana","1","25","0:51.9","0:51.9","3:28","3:28","71","112","116","19","--","--"
"","16.2","Rana","1","25","1:02.3","1:54.2","4:09","4:09","83","115","129","21","--","--"
"","","Riposo","0","0","0:56.4","38:33","0","0","0","114","124","0","0","6"
"","17","Stile libero","4","100","2:26.6","40:59","2:27","2:10","49","140","153","51","13","26"
"","17.1","Stile libero","1","25","0:32.4","0:32.4","2:10","2:10","44","117","136","12","--","--"
"","17.2","Stile libero","1","25","0:37.9","1:10.3","2:32","2:32","52","136","141","14","--","--"
"","17.3","Stile libero","1","25","0:37.8","1:48.1","2:31","2:31","51","141","146","13","--","--"
"","17.4","Stile libero","1","25","0:38.4","2:26.6","2:34","2:34","50","150","153","12","--","--"
"","","Riposo","0","0","0:30.1","41:29","0","0","0","140","144","0","0","4"
"","Riepilogo","--","30","750","41:29","41:29","2:24","1:29","50","114","157","411","14","288"
