"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","11","Corsa","23","0:20","26:06","0.09","3:41","3:47","167","171","0","0","198","200","1.31","8.0","6.2","225","467","6.17","503","6.65","4","18.0","3:32","207","0:19","3:30"
"","","Recupero","24","0:45","26:51","0.07","10:09","9:05","171","175","0","0","106","227","0.80","6.1","8.0","319","135","1.78","482","6.37","9","18.0","3:32","205","0:44","9:55"
"","12","Corsa","25","0:20","27:11","0.09","3:36","3:51","166","170","0","0","201","197","1.30","7.9","6.3","234","464","6.13","519","6.86","4","18.0","3:25","212","0:19","3:25"
"","","Recupero","26","0:45","27:56","0.07","11:01","8:04","172","175","0","0","131","179","0.91","6.2","7.3","355","186","2.46","488","6.45","9","18.0","3:26","207","0:44","10:47"
"","13","Corsa","27","0:20","28:16","0.09","3:35","3:48","168","172","0","1","198","199","1.33","8.1","6.3","247","451","5.96","516","6.82","4","18.0","3:23","205","0:19","3:25"
"","","Recupero","28","0:45","29:01","0.07","10:35","8:36","171","174","0","0","107","182","0.82","6.1","7.6","297","130","1.72","475","6.28","9","18.0","3:31","207","0:44","10:21"
"","14","Corsa","29","0:20","29:21","0.09","3:44","3:56","167","171","0","0","195","206","1.31","8.2","6.4","255","462","6.11","522","6.90","4","18.0","3:37","203","0:19","3:33"
"","","Recupero","30","0:45","30:06","0.07","11:04","8:47","169","173","0","0","116","197","1.18","6.3","6.5","329","162","2.14","490","6.48","9","18.0","3:37","191","0:44","10:49"
"","15","Corsa","31","0:20","30:26","0.09","3:40","3:58","165","171","0","0","197","205","1.27","8.0","6.6","240","445","5.88","512","6.77","4","18.0","3:23","205","0:19","3:29"
"","","Recupero","32","0:45","31:11","0.07","10:45","9:39","170","175","0","0","102","191","0.95","6.1","7.2","307","131","1.73","477","6.31","9","17.0","3:36","202","0:44","10:31"
"","16","Corsa","33","0:20","31:31","0.09","3:32","3:56","169","174","0","0","201","198","1.28","7.7","6.3","216","436","5.76","542","7.16","4","17.0","3:11","217","0:19","3:22"
"","","Recupero","34","0:45","32:16","0.07","10:56","8:36","170","175","0","0","97","164","0.82","6.1","7.6","292","121","1.60","491","6.49","9","17.0","3:14","214","0:44","10:41"
"","","Defaticamento","35 - 38","15:02","47:18","2.28","6:35","6:34","167","175","9","5","174","268","0.87","7.8","9.0","267","268","3.54","334","4.42","178","17.0","5:24","186","15:01","6:34"
"","","Defaticamento","35","6:35.9","38:51","1.00","6:36","6:37","166","175","3","1","173","266","0.86","7.7","8.9","260","263","3.48","334","4.42","78","17.0","5:24","186","6:35.9","6:36"
"","","Defaticamento","36","6:32.9","45:24","1.00","6:33","6:37","168","172","2","4","174","269","0.87","7.9","9.0","268","267","3.53","290","3.83","77","17.0","6:11","177","6:32.9","6:33"
"","","Defaticamento","37","1:51.2","47:16","0.28","6:39","6:20","166","168","3","0","174","269","0.88","7.9","9.0","289","289","3.82","313","4.14","22","17.0","6:20","179","1:51","6:38"
"","","Defaticamento","38","0:02.1","47:18","0.01","6:47","6:38","167","167","0","0","170","276","0.87","8.1","9.3","277","268","3.54","268","3.54","0","16.0","6:46","170","0:01","3:12"
"","Riepilogo","--","--","47:18","47:18","7.10","6:40","6:35","164","177","12","19","161","256","0.91","7.4","8.4","277","253","3.34","542","7.16","554","19.0","3:11","222","47:10","6:39"
