"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","11","Dorso","1","25","0:42.5","27:14","2:50","2:50","63","138","151","21","21","7"
"","11.1","Dorso","1","25","0:42.5","0:42.5","2:50","2:50","63","128","149","21","--","--"
"","","Riposo","0","0","0:14.9","27:29","0","0","0","142","150","0","0","3"
"","12","Dorso","1","25","0:40.3","28:10","2:41","2:41","59","149","156","19","19","10"
"","12.1","Dorso","1","25","0:40.3","0:40.3","2:41","2:41","59","146","156","19","--","--"
"","","Riposo","0","0","2:15.4","30:25","0","0","0","102","140","0","0","7"
"","13","Stile libero","1","25","0:42.2","31:07","2:49","2:49","60","120","134","18","18","4"
"","13.1","Stile libero","1","25","0:42.2","0:42.2","2:49","2:49","60","111","132","18","--","--"
"","","Riposo","0","0","0:12.5","31:20","0","0","0","121","125","0","0","2"
"","14","Misto","2","50","0:49.8","32:10","1:40","0:56","34","122","125","18","9","6"
"","14.1","Dorso","1","25","0:35.9","0:35.9","2:23","2:23","49","122","125","13","--","--"
"","14.2","Rana","1","25","0:13.9","0:49.8","0:56","0:56","19","120","123","5","--","--"
"","","Riposo","0","0","0:22.2","32:32","0","0","0","112","115","0","0","2"
"","15","Misto","2","50","1:15.5","33:47","2:31","2:05","52","136","154","29","15","12"
"","15.1","Stile libero","1","25","0:31.4","0:31.4","2:05","2:05","45","119","129","14","--","--"
"","15.2","Dorso","1","25","0:44.1","1:15.5","2:56","2:56","59","138","151","15","--","--"
"","","Riposo","0","0","1:45.3","35:32","0","0","0","114","151","0","0","9"
"","16","Misto","5","125","3:20.4","38:53","2:40","2:04","54","131","154","70","14","27"
"","16.1","Stile libero","1","25","0:43.5","0:43.5","2:54","2:54","64","112","126","20","--","--"
"","16.2","Dorso","1","25","0:43.6","1:27.1","2:55","2:55","59","127","130","15","--","--"
"","16.3","Rana","1","25","0:31.6","1:58.7","2:06","2:06","43","125","130","11","--","--"
"","16.4","Stile libero","1","25","0:31.1","2:29.7","2:04","2:04","44","124","134","13","--","--"
"","16.5","Dorso","1","25","0:50.6","3:20.4","3:22","3:22","62","146","154","11","--","--"
"","","Riposo","0","0","0:11.6","39:04","0","0","0","140","143","0","0","3"
"","17","Misto","5","125","2:39.4","41:44","2:08","1:30","44","148","153","61","12","29"
"","17.1","Stile libero","1","25","0:40.1","0:40.1","2:41","2:41","56","141","145","16","--","--"
"","17.2","Stile libero","1","25","0:30.1","1:10.2","2:00","2:00","42","147","150","12","--","--"
"","17.3","Stile libero","1","25","0:44.2","1:54.4","2:57","2:57","60","148","150","16","--","--"
"","17.4","Dorso","1","25","0:22.5","2:16.9","1:30","1:30","31","151","152","8","--","--"
"","17.5","Stile libero","1","25","0:22.5","2:39.4","1:30","1:30","31","151","153","9","--","--"
"","Riepilogo","--","47","1,175","41:44","41:44","2:22","0:50","49","127","160","650","14","357"
