"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","","Riposo","0","0","4:17.8","21:30","0","0","0","90","121","0","0","15"
"","10","Rana","1","25","0:29.4","22:00","1:58","1:58","42","97","105","13","13","3"
"","10.1","Rana","1","25","0:29.4","0:29.4","1:58","1:58","42","101","105","13","--","--"
"","","Riposo","0","0","2:41.4","24:41","0","0","0","78","99","0","0","6"
"","11","Dorso","1","25","0:41.2","25:22","2:45","2:45","49","107","114","8","8","4"
"","11.1","Dorso","1","25","0:41.2","0:41.2","2:45","2:45","49","96","110","8","--","--"
"","","Riposo","0","0","1:23.9","26:46","0","0","0","95","111","0","0","5"
"","12","Dorso","3","75","2:27.8","29:14","3:17","2:58","66","117","131","50","17","19"
"","12.1","Dorso","1","25","0:44.5","0:44.5","2:58","2:58","62","108","131","17","--","--"
"","12.2","Dorso","1","25","0:52.8","1:37.3","3:31","3:31","68","125","131","15","--","--"
"","12.3","Dorso","1","25","0:50.4","2:27.8","3:22","3:22","68","109","120","18","--","--"
"","","Riposo","0","0","0:17.1","29:31","0","0","0","110","114","0","0","1"
"","13","Misto","2","50","1:05.0","30:36","2:10","2:03","40","97","105","15","8","4"
"","13.1","Dorso","1","25","0:34.3","0:34.3","2:17","2:17","42","106","113","8","--","--"
"","13.2","Rana","1","25","0:30.7","1:05.0","2:03","2:03","38","94","102","7","--","--"
"","","Riposo","0","0","0:40.8","31:17","0","0","0","97","106","0","0","3"
"","14","Rana","2","50","1:37","32:54","3:14","2:54","70","129","137","43","22","15"
"","14.1","Rana","1","25","0:53.6","0:53.6","3:35","3:35","77","117","129","23","--","--"
"","14.2","Rana","1","25","0:43.4","1:37","2:54","2:54","63","133","137","20","--","--"
"","","Riposo","0","0","0:14.1","33:08","0","0","0","124","129","0","0","2"
"","15","Rana","3","75","1:46.8","34:55","2:22","1:48","49","129","135","41","14","17"
"","15.1","Rana","1","25","0:27.1","0:27.1","1:48","1:48","37","129","134","10","--","--"
"","15.2","Rana","1","25","0:32.1","0:59.3","2:09","2:09","44","131","134","12","--","--"
"","15.3","Rana","1","25","0:47.6","1:46.8","3:10","3:10","67","127","130","19","--","--"
"","","Riposo","0","0","1:45.1","36:40","0","0","0","92","113","0","0","6"
"","16","Rana","2","50","1:39.6","38:20","3:19","1:59","71","118","126","43","22","12"
"","16.1","Rana","1","25","0:29.8","0:29.8","1:59","1:59","44","102","120","14","--","--"
"","16.2","Rana","1","25","1:09.8","1:39.6","4:39","4:39","99","119","126","29","--","--"
"","","Riposo","0","0","0:26.4","38:46","0","0","0","111","115","0","0","2"
"","17","Rana","4","100","2:07.1","40:53","2:07","1:31","45","111","124","51","13","12"
"","17.1","Rana","1","25","0:27.9","0:27.9","1:51","1:51","39","113","118","11","--","--"
"","17.2","Rana","1","25","0:22.9","0:50.8","1:31","1:31","31","120","124","8","--","--"
"","17.3","Rana","1","25","0:44.4","1:35.1","2:58","2:58","64","111","117","20","--","--"
"","17.4","Rana","1","25","0:32.0","2:07.1","2:08","2:08","44","108","117","12","--","--"
"","","Riposo","0","0","0:11.8","41:05","0","0","0","86","91","0","0","1"
"","18","Misto","3","75","1:11.7","42:17","1:36","0:50","32","90","99","25","8","4"
"","18.1","Rana","1","25","0:12.4","0:12.4","0:50","0:50","15","85","89","3","--","--"
"","18.2","Stile libero","1","25","0:34.9","0:47.3","2:19","2:19","49","86","88","14","--","--"
"","18.3","Stile libero","1","25","0:24.5","1:11.7","1:38","1:38","32","91","94","8","--","--"
"","","Riposo","0","0","0:48.4","43:05","0","0","0","96","103","0","0","2"
"","19","Misto","3","75","2:29.1","45:34","3:19","1:58","67","104","120","51","17","11"
"","19.1","Stile libero","1","25","0:29.6","0:29.6","1:58","1:58","42","89","95","12","--","--"
"","19.2","Dorso","1","25","1:23.4","1:53.1","5:33","5:33","111","99","117","28","--","--"
"","19.3","Stile libero","1","25","0:36.1","2:29.1","2:24","2:24","47","118","120","11","--","--"
"","","Riposo","0","0","0:22.6","45:57","0","0","0","106","110","0","0","1"
"","Riepilogo","--","39","975","45:57","45:57","2:40","0:50","55","105","150","568","15","263"
